tweet_id,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,tweet_coord,tweet_created,tweet_location,user_timezone,text,target
570306133677760513,1.0,,,Virgin America,,cairdin,,0,,2015-02-24 11:35:52 -0800,,Eastern Time (US & Canada),what said,0
570301130888122368,0.3486,,0.0,Virgin America,,jnardino,,0,,2015-02-24 11:15:59 -0800,,Pacific Time (US & Canada),plus you ve added commercials to the experience tacky,1
570301083672813571,0.6837,,,Virgin America,,yvonnalynn,,0,,2015-02-24 11:15:48 -0800,Lets Play,Central Time (US & Canada),did not today must mean need to take another trip,0
570301031407624196,1.0,Bad Flight,0.7033,Virgin America,,jnardino,,0,,2015-02-24 11:15:36 -0800,,Pacific Time (US & Canada),it really aggressive to blast obnoxious entertainment in your guests faces they have little recourse,2
570300817074462722,1.0,Can't Tell,1.0,Virgin America,,jnardino,,0,,2015-02-24 11:14:45 -0800,,Pacific Time (US & Canada),and it really big bad thing about it,2
570300767074181121,1.0,Can't Tell,0.6842,Virgin America,,jnardino,,0,,2015-02-24 11:14:33 -0800,,Pacific Time (US & Canada),seriously would pay flight for seats that did not have this playing it really the only bad thing about flying va,2
570300616901320704,0.6745,,0.0,Virgin America,,cjmcginnis,,0,,2015-02-24 11:13:57 -0800,San Francisco CA,Pacific Time (US & Canada),yes nearly every time fly vx this ear worm won go away,1
570300248553349120,0.634,,,Virgin America,,pilot,,0,,2015-02-24 11:12:29 -0800,Los Angeles,Pacific Time (US & Canada),really missed prime opportunity for men without hats parody there,0
570299953286942721,0.6559,,,Virgin America,,dhepburn,,0,,2015-02-24 11:11:19 -0800,San Diego,Pacific Time (US & Canada),well did not but now do,1
570295459631263746,1.0,,,Virgin America,,YupitsTate,,0,,2015-02-24 10:53:27 -0800,Los Angeles,Eastern Time (US & Canada),it was amazing and arrived an hour early you re too good to me,1
570294189143031808,0.6769,,0.0,Virgin America,,idk_but_youtube,,0,,2015-02-24 10:48:24 -0800,1/1 loner squad,Eastern Time (US & Canada),did you know that suicide is the second leading cause of death among teens,0
570289724453216256,1.0,,,Virgin America,,HyperCamiLax,,0,,2015-02-24 10:30:40 -0800,NYC,America/New_York,pretty graphics so much better than minimal iconography,1
570289584061480960,1.0,,,Virgin America,,HyperCamiLax,,0,,2015-02-24 10:30:06 -0800,NYC,America/New_York,this is such great deal already thinking about my nd trip to have not even gone on my st trip yet,1
570287408438120448,0.6451,,,Virgin America,,mollanderson,,0,,2015-02-24 10:21:28 -0800,,Eastern Time (US & Canada),flying your fabulous seductive skies again take all the stress away from travel,1
570285904809598977,1.0,,,Virgin America,,sjespers,,0,,2015-02-24 10:15:29 -0800,"San Francisco, CA",Pacific Time (US & Canada),thanks,1
570282469121007616,0.6842,Late Flight,0.3684,Virgin America,,smartwatermelon,,0,,2015-02-24 10:01:50 -0800,"palo alto, ca",Pacific Time (US & Canada),sfo pdx schedule is still mia,2
570277724385734656,1.0,,,Virgin America,,ItzBrianHunty,,0,,2015-02-24 09:42:59 -0800,west covina,Pacific Time (US & Canada),so excited for my first cross country flight lax to mco ve heard nothing but great things about virgin america daystogo,1
570276917301137409,1.0,Bad Flight,1.0,Virgin America,,heatherovieda,,0,,2015-02-24 09:39:46 -0800,this place called NYC,Eastern Time (US & Canada),flew from nyc to sfo last week and could not fully sit in my seat due to two large gentleman on either side of me help,2
570270684619923457,1.0,,,Virgin America,,thebrandiray,,0,,2015-02-24 09:15:00 -0800,Somewhere celebrating life. ,Atlantic Time (Canada),flying,1
570267956648792064,1.0,,,Virgin America,,JNLpierce,,0,,2015-02-24 09:04:10 -0800,Boston | Waltham,Quito,you know what would be amazingly awesome bos fll please want to fly with only you,1
570265883513384960,0.6705,Can't Tell,0.3614,Virgin America,,MISSGJ,,0,,2015-02-24 08:55:56 -0800,,,why are your first fares in may over three times more than other carriers when all seats are available to select,2
570264145116819457,1.0,,,Virgin America,,DT_Les,,0,"[40.74804263, -73.99295302]",2015-02-24 08:49:01 -0800,,,love this graphic,1
570259420287868928,1.0,,,Virgin America,,ElvinaBeck,,0,,2015-02-24 08:30:15 -0800,Los Angeles,Pacific Time (US & Canada),love the hipster innovation you are feel good brand,1
570258822297579520,1.0,,,Virgin America,,rjlynch21086,,0,,2015-02-24 08:27:52 -0800,"Boston, MA ",Eastern Time (US & Canada),will you be making bos las non stop permanently anytime soon,0
570256553502068736,1.0,Customer Service Issue,0.3557,Virgin America,,ayeevickiee,,0,,2015-02-24 08:18:51 -0800,714,Mountain Time (US & Canada),you guys messed up my seating reserved seating with my friends and you guys gave my seat away want free internet,2
570249102404923392,1.0,Customer Service Issue,1.0,Virgin America,,Leora13,,0,,2015-02-24 07:49:15 -0800,,,status match program applied and it been three weeks called and emailed with no response,2
570239632807370753,1.0,Can't Tell,0.6614,Virgin America,,meredithjlynn,,0,,2015-02-24 07:11:37 -0800,,,what happened ur vegan food options at least say on ur site so know will not be able eat anything for next hrs fail,2
570217831557677057,0.6854,,,Virgin America,,AdamSinger,,0,,2015-02-24 05:44:59 -0800,"San Francisco, CA",Central Time (US & Canada),do you miss me do not worry we ll be together very soon,0
570207886493782019,1.0,Bad Flight,1.0,Virgin America,,blackjackpro911,,0,"[42.361016, -71.02000488]",2015-02-24 05:05:28 -0800,"San Mateo, CA & Las Vegas, NV",,amazing to me that we can not get any cold air from the vents vx noair worstflightever roasted sfotobos,2
570124596180955136,0.615,,0.0,Virgin America,,TenantsUpstairs,,0,"[33.94540417, -118.4062472]",2015-02-23 23:34:30 -0800,Brooklyn,Atlantic Time (Canada),lax to ewr middle seat on red eye such noob maneuver sendambien andchexmix,0
570114021854212096,1.0,Flight Booking Problems,1.0,Virgin America,,jordanpichler,,0,,2015-02-23 22:52:29 -0800,,Vienna,hi just bked cool birthday trip with you but can not add my elevate no cause entered my middle name during flight booking problems,2
570094701371469825,1.0,,,Virgin America,,JCervantezzz,,0,,2015-02-23 21:35:43 -0800,"California, San Francisco",Pacific Time (US & Canada),are the hours of operation for the club at sfo that are posted online current,0
570088404156698625,1.0,Customer Service Issue,1.0,Virgin America,,Cuschoolie1,,0,"[33.94209449, -118.40410103]",2015-02-23 21:10:41 -0800,Washington DC,Quito,help left expensive headphones on flight iad to lax today seat no one answering number at lax,2
570084582780899328,1.0,Customer Service Issue,1.0,Virgin America,,amanduhmccarty,,0,,2015-02-23 20:55:30 -0800,,Pacific Time (US & Canada),awaiting my return phone call just would prefer to use your online self service option,2
570076792993611776,1.0,,,Virgin America,,NorthTxHomeTeam,,0,"[33.2145038, -96.9321504]",2015-02-23 20:24:33 -0800,Texas,Central Time (US & Canada),this is great news america could start flights to hawaii by end of year via,1
570051991277342720,0.6207,,,Virgin America,,miaerolinea,,0,,2015-02-23 18:46:00 -0800,Worldwide,Caracas,nice rt vibe with the moodlight from takeoff to touchdown moodlitmonday sciencebehindtheexperience,0
570051381534396416,1.0,,,Virgin America,,Nicsplace,,0,,2015-02-23 18:43:35 -0800,Central Texas,,moodlighting is the only way to fly best experience ever cool and calming moodlitmonday,1
570045393565691904,1.0,,,Virgin America,,Nicsplace,,0,,2015-02-23 18:19:47 -0800,Central Texas,,done and done best airline around hands down,1
570038941497192448,0.6791,,0.0,Virgin America,,elisha_malulani,,0,,2015-02-23 17:54:09 -0800,i'm creating a monster ,Pacific Time (US & Canada),when can book my flight to hawaii,0
570035876845084672,1.0,Customer Service Issue,1.0,Virgin America,,DannyDouglass,,0,,2015-02-23 17:41:58 -0800,"San Francisco, CA",Pacific Time (US & Canada),your chat support is not working on your site,2
570033593394667521,0.6639,,,Virgin America,,jamesferrandini,,0,,2015-02-23 17:32:54 -0800,,,view of downtown los angeles the hollywood sign and beyond that rain in the mountains,1
570025482344898560,0.6688,Flight Booking Problems,0.6688,Virgin America,,will_lenzenjr,,0,,2015-02-23 17:00:40 -0800,Iowa City,Central Time (US & Canada),hey first time flyer next week excited but having hard time getting my flights added to my elevate account help,2
570016304284901379,1.0,,,Virgin America,,GottAmanda,,0,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,Los Angeles,,plz help me win my bid upgrade for my flight lax sea,0
570015408788414464,0.6578,,0.0,Virgin America,,KGervaise,,0,,2015-02-23 16:20:38 -0800,Georgia,Pacific Time (US & Canada),have an unused ticket but moved to new city where you do not fly how can fly with you before it expires travelhelp,0
570013523650048002,1.0,,,Virgin America,,papamurat,,0,,2015-02-23 16:13:09 -0800,,,are flights leaving dallas for seattle on time feb,0
570012257549070337,1.0,,,Virgin America,,arieldaie,,0,,2015-02-23 16:08:07 -0800,Los Angeles,,elevategold for good reason you rock,1
570011341483843584,0.6799,,,Virgin America,,vacations7,,0,,2015-02-23 16:04:28 -0800,Turks and caicos,,dream,0
570010571707256832,1.0,,,Virgin America,,ChelseaPoe666,,0,,2015-02-23 16:01:25 -0800,Oakland via Midwest ,Atlantic Time (Canada),wow this just blew my mind,1
570010539499393025,1.0,,,Virgin America,,BobGlavinVO,,0,,2015-02-23 16:01:17 -0800,"New York, NY",Eastern Time (US & Canada),after last night tribute soundofmusic oscars think agree,0
570009713447825408,0.6436,,,Virgin America,,lisaaiko,,0,,2015-02-23 15:58:00 -0800,,,all were entertaining,0
570009035455344640,0.6764,,0.0,Virgin America,,grantbrowne,,0,,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada),is flight on it way was supposed to take off minutes ago website still shows on time not in flight thanks,0
570006886012973056,0.657,,,Virgin America,,joyabsalon,,0,,2015-02-23 15:46:46 -0800,Northern Virginia,Eastern Time (US & Canada),julie andrews all the way though was very impressive no to,1
570004391731847169,1.0,,,Virgin America,,2v,,0,,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta,Eastern Time (US & Canada),wish you flew out of atlanta soon,0
570001194900426752,0.7118,,0.0,Virgin America,,KSmithFoundHere,,0,,2015-02-23 15:24:09 -0800,,Atlantic Time (Canada),julie andrews hands down,0
570000071644872704,1.0,,,Virgin America,,papamurat,,0,,2015-02-23 15:19:41 -0800,,,will flights be leaving dallas for la on february th,0
569996412286582784,0.6939,Flight Booking Problems,0.6939,Virgin America,,murphicus,,0,,2015-02-23 15:05:09 -0800,"new york, new york",Eastern Time (US & Canada),hi so excited about your lga dal deal but ve been trying book since last week the page never loads thx,2
569996245462159361,1.0,,,Virgin America,,VinnieFerra,,0,,2015-02-23 15:04:29 -0800,"brooklyn, Ny",Pacific Time (US & Canada),you know it need it on my spotify stat guiltypleasures,1
569990222609412097,0.635,,,Virgin America,,KevinDemsi,,0,,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur,lady gaga she is amazing,1
569990163209850881,0.7007,,,Virgin America,,giffgaffman,,0,,2015-02-23 14:40:19 -0800,"UK, USA. ",,carrie,0
569989504431316993,1.0,,,Virgin America,,HanlonBrothers,,0,,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane,new marketing song let us know what you think,0
569989321698074624,1.0,,,Virgin America,,emilybg78,,0,,2015-02-23 14:36:58 -0800,"Stockton, CA",Arizona,julie andrews first but lady gaga wow me last night carrie meh,0
569989034501500928,1.0,Customer Service Issue,1.0,Virgin America,,rachie1126,,0,,2015-02-23 14:35:50 -0800,"New York, NY",Eastern Time (US & Canada),called weeks ago about adding flights from to my elevate they still have not shown up help,2
569987622484848640,0.6858,,,Virgin America,,adawson66,,0,"[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,,,all are great but have to go with carrieunderwood,0
569986782567071744,1.0,,,Virgin America,,SocialPLC,,0,,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada),sorry mary martin had it first,0
569986348041547778,1.0,,,Virgin America,,jeffreymace01,,0,,2015-02-23 14:25:09 -0800,,,love all three but you really can not beat the classics,1
569982307634794497,0.6814,,0.0,Virgin America,,1stcrown,,0,,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada),flight dal to dca pm tried to check in could not status please,0
569976620158578688,1.0,Customer Service Issue,1.0,Virgin America,,onerockgypsy,,0,,2015-02-23 13:46:30 -0800,next city,Pacific Time (US & Canada),heyyyy guyyyys been trying to get through for an hour can someone call me please,2
569973821396152323,1.0,Late Flight,0.6789,Virgin America,,noelduan,,0,,2015-02-23 13:35:23 -0800,SF ↔ NY,Eastern Time (US & Canada),hi virgin on hold for minutes are there any earlier flights from la to nyc tonight earlier than pm,2
569972508499283968,0.6922,,,Virgin America,,Travelzoo,,0,,2015-02-23 13:30:10 -0800,"New York, NY",Pacific Time (US & Canada),congrats on winning the award for best deals from an airline us,1
569967019958730753,1.0,Lost Luggage,1.0,Virgin America,,gianagon,,0,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada),everything was fine until you lost my bag,2
569961866224652288,1.0,,,Virgin America,,bxchen,,0,,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada),need to change reservation have virgin credit card do need to modify on phone to waive change fee or can do online,0
569949891163615232,0.6492,,0.0,Virgin America,,seimatrun,,0,,2015-02-23 12:00:17 -0800,Los Angeles,,emailed your customer service team let me know if you need the tracking number,0
569948966873370625,1.0,,,Virgin America,,jamied7,,0,,2015-02-23 11:56:37 -0800,"London, England",London,hi just booked flight but need to add baggage how can do this,0
569946362126602240,1.0,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,,2015-02-23 11:46:16 -0800,Los Angeles,,your airline is awesome but your lax loft needs to step up its game for dirty tables and floors,2
569942903683813376,1.0,,,Virgin America,,mrmichaellay,,0,"[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada),not worried it been great ride in new plane with great crew all airlines should be like this,1
569941957490774016,1.0,,,Virgin America,,TaylorLumsden,,0,,2015-02-23 11:28:46 -0800,"Dallas, Texas",Mountain Time (US & Canada),awesome flew yall sat morning any way we can correct my bill,1
569940834994401280,1.0,,,Virgin America,,campusmoviefest,,0,,2015-02-23 11:24:18 -0800,USA,Eastern Time (US & Canada),or watch some of the best student films in the country at feet cmfat feet,0
569940323746516993,1.0,,,Virgin America,,TaylorLumsden,,0,,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada),first time flying you all do you have different rate policy for media bags thanks,0
569935232033366017,1.0,Customer Service Issue,1.0,Virgin America,,meme_meng,,0,,2015-02-23 11:02:02 -0800,,,what is going on with customer service is there anyway to speak to human asap thank you,2
569934395865493504,1.0,,,Virgin America,,kyle_romanoff,,0,,2015-02-23 10:58:43 -0800,,,what happened to doom,0
569933816963342337,1.0,Customer Service Issue,1.0,Virgin America,,GunsNDip,,0,,2015-02-23 10:56:25 -0800,,Pacific Time (US & Canada),why can not you supp the biz traveler like and have customer service like neverflyvirginforbusiness,2
569933777931145216,1.0,,,Virgin America,,artisticwritr87,,0,,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada),ve applied more then once to be member of the inflight crew team im interested flightattendant dreampath,1
569933405506310144,0.6792,Late Flight,0.3477,Virgin America,,arieldaie,,0,,2015-02-23 10:54:47 -0800,Los Angeles,,you re the best whenever begrudgingly use any other airline delayed and late flight,2
569933360564342784,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,,2015-02-23 10:54:36 -0800,,Pacific Time (US & Canada),have no interesting flying with you after this will cancelled flight my next four flights planned neverflyvirginforbusiness,2
569929243146088448,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,,2015-02-23 10:38:14 -0800,,Pacific Time (US & Canada),it was disappointing experience which will be shared with every business traveler meet neverflyvirgin,2
569926998824394752,1.0,Flight Booking Problems,1.0,Virgin America,,jsatk,,0,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada),having trouble adding this flight my wife booked to my elevate account help,2
569923394990419968,0.6705,,0.0,Virgin America,,serenaklal,,0,,2015-02-23 10:15:00 -0800,Chicago,Eastern Time (US & Canada),can not bring up my reservation online using flight booking problems code,0
569922008588222465,1.0,,,Virgin America,,openambit1,,0,,2015-02-23 10:09:30 -0800,,,random what the distribution of elevate avatars bet that kitty has disproportionate share,0
569920824905306113,0.6545,,0.0,Virgin America,,cabowine,,0,,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico",Arizona,flying va but life happens and am trying to change my trip jperhi can you help va home page will not let me,0
569919041244147712,1.0,Can't Tell,0.6513,Virgin America,,MaryAnnTaylorT,,0,,2015-02-23 09:57:42 -0800,"New York, NY",Arizona,why is the site down when will it be back up,2
569915941192015872,1.0,,,Virgin America,,RamotControl,,0,,2015-02-23 09:45:23 -0800,,Pacific Time (US & Canada),you down with rnp yeah you know me,0
569913339427434496,0.6639,,0.0,Virgin America,,losermelon,,0,,2015-02-23 09:35:03 -0800,,,hi did not get points on my elevate account for my most recent flight how do add the flight and points to my account,0
569911816937033728,1.0,Cancelled Flight,1.0,Virgin America,,AlisonK33774854,,0,,2015-02-23 09:29:00 -0800,,,like the tv and interesting video just disappointed in cancelled flightled flight when other flights went out to jfk on saturday,2
569911674158731264,1.0,Late Flight,1.0,Virgin America,,GunsNDip,,0,,2015-02-23 09:28:26 -0800,,Pacific Time (US & Canada),just landed in lax an hour after should of been here your no late flight bag check is not business travel friendly nomorevirgin,2
569911218942517248,0.6765,,0.0,Virgin America,,yazdanagh,,0,,2015-02-23 09:26:37 -0800,,,why is flight redirected,0
569910981868060673,1.0,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,,2015-02-23 09:25:41 -0800,"Los Angeles, CA",Arizona,is it me or is your website down btw your new website is not great user experience time for another redesign,2
569909224521641984,1.0,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,,2015-02-23 09:18:42 -0800,"Austin, TX",Mountain Time (US & Canada),can not check in or add bag your website is not working ve tried both desktop and mobile,2
569907336485019648,1.0,Can't Tell,0.659,Virgin America,,MustBeSpoken,,0,,2015-02-23 09:11:12 -0800,,,let scanned in passengers leave the plane than told someone to remove their bag from st class bin uncomfortable,2
569896805611089920,1.0,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,,2015-02-23 08:29:21 -0800,"Sterling Heights, MI",Eastern Time (US & Canada),what is your phone number can not find who to call about flight reservation,2
569894449620369408,1.0,Customer Service Issue,1.0,Virgin America,,louisjenny,,0,,2015-02-23 08:19:59 -0800,Washington DC,Quito,is anyone doing anything there today website is useless and no one is answering the phone,2
569894407001939968,1.0,,,Virgin America,,STravelsW,,0,,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA",,trying to add my boy prince to my ressie sf this thursday from lax,0
569892199690678272,1.0,Late Flight,0.6882,Virgin America,,GunsNDip,,0,,2015-02-23 08:11:03 -0800,,Pacific Time (US & Canada),why must traveler miss flight to late flight check bag missed my morning appointments and you lost my business sfo lax,2
569891469210755074,1.0,,,Virgin America,,joeyrenagade,,0,,2015-02-23 08:08:08 -0800,Greater Los Angeles,,check out new music,0
569891436100874241,0.6925,Late Flight,0.3521,Virgin America,,mrmichaellay,,0,"[0.0, 0.0]",2015-02-23 08:08:01 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada),how direct flight fll sfo have unexpected layover in vegas fuel yet peeps next to me bought for vegas flight sneaky,2
569887310713479168,1.0,Late Flight,0.3486,Virgin America,,GunsNDip,,0,,2015-02-23 07:51:37 -0800,,Pacific Time (US & Canada),your no late flight bag check just lost you my business missed flight and am apt three other people on flight had same exp,2
569887049446076416,1.0,,,Virgin America,,TheDuchessSF,,0,,2015-02-23 07:50:35 -0800,Online,Pacific Time (US & Canada),amazing customer service again raeann in sf she the best customerservice virginamerica flying,1
569884551712886785,1.0,Customer Service Issue,1.0,Virgin America,,BeLeather,,0,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,,Pacific Time (US & Canada),called your service line and was hung up on this is awesome sarcasm,2
